local_id,Date,Seasons,Subset,Functioning Day
178,2017-12-08,1,train,1
179,2017-12-08,1,train,1
180,2017-12-08,1,train,1
181,2017-12-08,1,train,1
182,2017-12-08,1,train,1
183,2017-12-08,1,train,1
184,2017-12-08,1,train,1
185,2017-12-08,1,train,1
186,2017-12-08,1,train,1
187,2017-12-08,1,train,1
188,2017-12-08,1,train,1
189,2017-12-08,1,train,1
190,2017-12-08,1,train,1
191,2017-12-08,1,train,1
192,2017-12-08,1,train,1
193,2017-12-09,1,train,1
194,2017-12-09,1,train,1
195,2017-12-09,1,train,1
196,2017-12-09,1,train,1
197,2017-12-09,1,train,1
198,2017-12-09,1,train,1
199,2017-12-09,1,train,1
200,2017-12-09,1,train,1
201,2017-12-09,1,train,1
202,2017-12-09,1,train,1
203,2017-12-09,1,train,1
204,2017-12-09,1,train,1
205,2017-12-09,1,train,1
206,2017-12-09,1,train,1
207,2017-12-09,1,train,1
208,2017-12-09,1,train,1
209,2017-12-09,1,train,1
210,2017-12-09,1,train,1
211,2017-12-09,1,train,1
212,2017-12-09,1,train,1
213,2017-12-09,1,train,1
214,2017-12-09,1,train,1
215,2017-12-09,1,train,1
216,2017-12-09,1,train,1
217,2017-12-10,1,train,1
218,2017-12-10,1,train,1
219,2017-12-10,1,train,1
220,2017-12-10,1,train,1
221,2017-12-10,1,train,1
222,2017-12-10,1,train,1
223,2017-12-10,1,train,1
224,2017-12-10,1,train,1
225,2017-12-10,1,train,1
226,2017-12-10,1,train,1
227,2017-12-10,1,train,1
228,2017-12-10,1,train,1
229,2017-12-10,1,train,1
230,2017-12-10,1,train,1
231,2017-12-10,1,train,1
232,2017-12-10,1,train,1
233,2017-12-10,1,train,1
234,2017-12-10,1,train,1
235,2017-12-10,1,train,1
236,2017-12-10,1,train,1
237,2017-12-10,1,train,1
238,2017-12-10,1,train,1
239,2017-12-10,1,train,1
240,2017-12-10,1,train,1
241,2017-12-11,1,train,1
242,2017-12-11,1,train,1
243,2017-12-11,1,train,1
244,2017-12-11,1,train,1
245,2017-12-11,1,train,1
246,2017-12-11,1,train,1
247,2017-12-11,1,train,1
248,2017-12-11,1,train,1
249,2017-12-11,1,train,1
250,2017-12-11,1,train,1
251,2017-12-11,1,train,1
252,2017-12-11,1,train,1
253,2017-12-11,1,train,1
254,2017-12-11,1,train,1
255,2017-12-11,1,train,1
256,2017-12-11,1,train,1
257,2017-12-11,1,train,1
258,2017-12-11,1,train,1
259,2017-12-11,1,train,1
260,2017-12-11,1,train,1
261,2017-12-11,1,train,1
262,2017-12-11,1,train,1
263,2017-12-11,1,train,1
264,2017-12-11,1,train,1
265,2017-12-12,1,train,1
266,2017-12-12,1,train,1
267,2017-12-12,1,train,1
268,2017-12-12,1,train,1
269,2017-12-12,1,train,1
270,2017-12-12,1,train,1
271,2017-12-12,1,train,1
272,2017-12-12,1,train,1
273,2017-12-12,1,train,1
274,2017-12-12,1,train,1
275,2017-12-12,1,train,1
276,2017-12-12,1,train,1
277,2017-12-12,1,train,1
278,2017-12-12,1,train,1
279,2017-12-12,1,train,1
280,2017-12-12,1,train,1
281,2017-12-12,1,train,1
282,2017-12-12,1,train,1
283,2017-12-12,1,train,1
284,2017-12-12,1,train,1
285,2017-12-12,1,train,1
286,2017-12-12,1,train,1
287,2017-12-12,1,train,1
288,2017-12-12,1,train,1
289,2017-12-13,1,train,1
290,2017-12-13,1,train,1
291,2017-12-13,1,train,1
292,2017-12-13,1,train,1
293,2017-12-13,1,train,1
294,2017-12-13,1,train,1
295,2017-12-13,1,train,1
296,2017-12-13,1,train,1
297,2017-12-13,1,train,1
298,2017-12-13,1,train,1
299,2017-12-13,1,train,1
300,2017-12-13,1,train,1
301,2017-12-13,1,train,1
302,2017-12-13,1,train,1
303,2017-12-13,1,train,1
304,2017-12-13,1,train,1
305,2017-12-13,1,train,1
306,2017-12-13,1,train,1
307,2017-12-13,1,train,1
308,2017-12-13,1,train,1
309,2017-12-13,1,train,1
310,2017-12-13,1,train,1
311,2017-12-13,1,train,1
312,2017-12-13,1,train,1
313,2017-12-14,1,train,1
314,2017-12-14,1,train,1
315,2017-12-14,1,train,1
316,2017-12-14,1,train,1
317,2017-12-14,1,train,1
318,2017-12-14,1,train,1
319,2017-12-14,1,train,1
320,2017-12-14,1,train,1
321,2017-12-14,1,train,1
322,2017-12-14,1,train,1
323,2017-12-14,1,train,1
324,2017-12-14,1,train,1
325,2017-12-14,1,train,1
326,2017-12-14,1,train,1
327,2017-12-14,1,train,1
328,2017-12-14,1,train,1
329,2017-12-14,1,train,1
330,2017-12-14,1,train,1
331,2017-12-14,1,train,1
332,2017-12-14,1,train,1
333,2017-12-14,1,train,1
334,2017-12-14,1,train,1
335,2017-12-14,1,train,1
336,2017-12-14,1,train,1
337,2017-12-15,1,train,1
338,2017-12-15,1,train,1
339,2017-12-15,1,train,1
340,2017-12-15,1,train,1
341,2017-12-15,1,train,1
342,2017-12-15,1,train,1
343,2017-12-15,1,train,1
344,2017-12-15,1,train,1
345,2017-12-15,1,train,1
346,2017-12-15,1,train,1
347,2017-12-15,1,train,1
348,2017-12-15,1,train,1
349,2017-12-15,1,train,1
350,2017-12-15,1,train,1
351,2017-12-15,1,train,1
352,2017-12-15,1,train,1
353,2017-12-15,1,train,1
354,2017-12-15,1,train,1
355,2017-12-15,1,train,1
356,2017-12-15,1,train,1
357,2017-12-15,1,train,1
358,2017-12-15,1,train,1
359,2017-12-15,1,train,1
360,2017-12-15,1,train,1
361,2017-12-16,1,train,1
362,2017-12-16,1,train,1
363,2017-12-16,1,train,1
364,2017-12-16,1,train,1
365,2017-12-16,1,train,1
366,2017-12-16,1,train,1
367,2017-12-16,1,train,1
368,2017-12-16,1,train,1
369,2017-12-16,1,train,1
370,2017-12-16,1,train,1
371,2017-12-16,1,train,1
372,2017-12-16,1,train,1
373,2017-12-16,1,train,1
374,2017-12-16,1,train,1
375,2017-12-16,1,train,1
376,2017-12-16,1,train,1
377,2017-12-16,1,train,1
378,2017-12-16,1,train,1
379,2017-12-16,1,train,1
380,2017-12-16,1,train,1
381,2017-12-16,1,train,1
382,2017-12-16,1,train,1
383,2017-12-16,1,train,1
384,2017-12-16,1,train,1
385,2017-12-17,1,train,1
386,2017-12-17,1,train,1
387,2017-12-17,1,train,1
388,2017-12-17,1,train,1
389,2017-12-17,1,train,1
390,2017-12-17,1,train,1
391,2017-12-17,1,train,1
392,2017-12-17,1,train,1
393,2017-12-17,1,train,1
394,2017-12-17,1,train,1
395,2017-12-17,1,train,1
396,2017-12-17,1,train,1
397,2017-12-17,1,train,1
398,2017-12-17,1,train,1
399,2017-12-17,1,train,1
400,2017-12-17,1,train,1
401,2017-12-17,1,train,1
402,2017-12-17,1,train,1
403,2017-12-17,1,train,1
404,2017-12-17,1,train,1
405,2017-12-17,1,train,1
406,2017-12-17,1,train,1
407,2017-12-17,1,train,1
408,2017-12-17,1,train,1
409,2017-12-18,1,train,1
410,2017-12-18,1,train,1
411,2017-12-18,1,train,1
412,2017-12-18,1,train,1
413,2017-12-18,1,train,1
414,2017-12-18,1,train,1
415,2017-12-18,1,train,1
416,2017-12-18,1,train,1
417,2017-12-18,1,train,1
418,2017-12-18,1,train,1
419,2017-12-18,1,train,1
420,2017-12-18,1,train,1
421,2017-12-18,1,train,1
422,2017-12-18,1,train,1
423,2017-12-18,1,train,1
424,2017-12-18,1,train,1
425,2017-12-18,1,train,1
426,2017-12-18,1,train,1
427,2017-12-18,1,train,1
428,2017-12-18,1,train,1
429,2017-12-18,1,train,1
430,2017-12-18,1,train,1
431,2017-12-18,1,train,1
432,2017-12-18,1,train,1
433,2017-12-19,1,train,1
434,2017-12-19,1,train,1
435,2017-12-19,1,train,1
436,2017-12-19,1,train,1
437,2017-12-19,1,train,1
438,2017-12-19,1,train,1
439,2017-12-19,1,train,1
440,2017-12-19,1,train,1
441,2017-12-19,1,train,1
442,2017-12-19,1,train,1
443,2017-12-19,1,train,1
444,2017-12-19,1,train,1
445,2017-12-19,1,train,1
446,2017-12-19,1,train,1
447,2017-12-19,1,train,1
448,2017-12-19,1,train,1
449,2017-12-19,1,train,1
450,2017-12-19,1,train,1
451,2017-12-19,1,train,1
452,2017-12-19,1,train,1
453,2017-12-19,1,train,1
454,2017-12-19,1,train,1
455,2017-12-19,1,train,1
456,2017-12-19,1,train,1
457,2017-12-20,1,train,1
458,2017-12-20,1,train,1
459,2017-12-20,1,train,1
460,2017-12-20,1,train,1
461,2017-12-20,1,train,1
462,2017-12-20,1,train,1
463,2017-12-20,1,train,1
464,2017-12-20,1,train,1
465,2017-12-20,1,train,1
466,2017-12-20,1,train,1
467,2017-12-20,1,train,1
468,2017-12-20,1,train,1
469,2017-12-20,1,train,1
470,2017-12-20,1,train,1
471,2017-12-20,1,train,1
472,2017-12-20,1,train,1
473,2017-12-20,1,train,1
474,2017-12-20,1,train,1
475,2017-12-20,1,train,1
476,2017-12-20,1,train,1
477,2017-12-20,1,train,1
478,2017-12-20,1,train,1
479,2017-12-20,1,train,1
480,2017-12-20,1,train,1
481,2017-12-21,1,train,1
482,2017-12-21,1,train,1
483,2017-12-21,1,train,1
484,2017-12-21,1,train,1
485,2017-12-21,1,train,1
486,2017-12-21,1,train,1
487,2017-12-21,1,train,1
488,2017-12-21,1,train,1
489,2017-12-21,1,train,1
490,2017-12-21,1,train,1
491,2017-12-21,1,train,1
492,2017-12-21,1,train,1
493,2017-12-21,1,train,1
494,2017-12-21,1,train,1
495,2017-12-21,1,train,1
496,2017-12-21,1,train,1
497,2017-12-21,1,train,1
498,2017-12-21,1,train,1
499,2017-12-21,1,train,1
500,2017-12-21,1,train,1
501,2017-12-21,1,train,1
502,2017-12-21,1,train,1
503,2017-12-21,1,train,1
504,2017-12-21,1,train,1
505,2017-12-22,1,train,1
506,2017-12-22,1,train,1
507,2017-12-22,1,train,1
508,2017-12-22,1,train,1
509,2017-12-22,1,train,1
510,2017-12-22,1,train,1
511,2017-12-22,1,train,1
512,2017-12-22,1,train,1
513,2017-12-22,1,train,1
514,2017-12-22,1,train,1
515,2017-12-22,1,train,1
516,2017-12-22,1,train,1
517,2017-12-22,1,train,1
518,2017-12-22,1,train,1
519,2017-12-22,1,train,1
520,2017-12-22,1,train,1
521,2017-12-22,1,train,1
522,2017-12-22,1,train,1
523,2017-12-22,1,train,1
524,2017-12-22,1,train,1
525,2017-12-22,1,train,1
526,2017-12-22,1,train,1
527,2017-12-22,1,train,1
528,2017-12-22,1,train,1
529,2017-12-23,1,train,1
530,2017-12-23,1,train,1
531,2017-12-23,1,train,1
532,2017-12-23,1,train,1
533,2017-12-23,1,train,1
534,2017-12-23,1,train,1
535,2017-12-23,1,train,1
536,2017-12-23,1,train,1
537,2017-12-23,1,train,1
538,2017-12-23,1,train,1
539,2017-12-23,1,train,1
540,2017-12-23,1,train,1
541,2017-12-23,1,train,1
542,2017-12-23,1,train,1
543,2017-12-23,1,train,1
544,2017-12-23,1,train,1
545,2017-12-23,1,train,1
546,2017-12-23,1,train,1
547,2017-12-23,1,train,1
548,2017-12-23,1,train,1
549,2017-12-23,1,train,1
550,2017-12-23,1,train,1
551,2017-12-23,1,train,1
552,2017-12-23,1,train,1
553,2017-12-24,1,train,1
554,2017-12-24,1,train,1
555,2017-12-24,1,train,1
556,2017-12-24,1,train,1
557,2017-12-24,1,train,1
558,2017-12-24,1,train,1
559,2017-12-24,1,train,1
560,2017-12-24,1,train,1
561,2017-12-24,1,train,1
562,2017-12-24,1,train,1
563,2017-12-24,1,train,1
564,2017-12-24,1,train,1
565,2017-12-24,1,train,1
566,2017-12-24,1,train,1
567,2017-12-24,1,train,1
568,2017-12-24,1,train,1
569,2017-12-24,1,train,1
570,2017-12-24,1,train,1
571,2017-12-24,1,train,1
572,2017-12-24,1,train,1
573,2017-12-24,1,train,1
574,2017-12-24,1,train,1
575,2017-12-24,1,train,1
576,2017-12-24,1,train,1
577,2017-12-25,1,train,1
578,2017-12-25,1,train,1
579,2017-12-25,1,train,1
580,2017-12-25,1,train,1
581,2017-12-25,1,train,1
582,2017-12-25,1,train,1
583,2017-12-25,1,train,1
584,2017-12-25,1,train,1
585,2017-12-25,1,train,1
586,2017-12-25,1,train,1
587,2017-12-25,1,train,1
588,2017-12-25,1,train,1
589,2017-12-25,1,train,1
590,2017-12-25,1,train,1
591,2017-12-25,1,train,1
592,2017-12-25,1,train,1
593,2017-12-25,1,train,1
594,2017-12-25,1,train,1
595,2017-12-25,1,train,1
596,2017-12-25,1,train,1
597,2017-12-25,1,train,1
598,2017-12-25,1,train,1
599,2017-12-25,1,train,1
600,2017-12-25,1,train,1
601,2017-12-26,1,train,1
602,2017-12-26,1,train,1
603,2017-12-26,1,train,1
604,2017-12-26,1,train,1
605,2017-12-26,1,train,1
606,2017-12-26,1,train,1
607,2017-12-26,1,train,1
608,2017-12-26,1,train,1
609,2017-12-26,1,train,1
610,2017-12-26,1,train,1
611,2017-12-26,1,train,1
612,2017-12-26,1,train,1
613,2017-12-26,1,train,1
614,2017-12-26,1,train,1
615,2017-12-26,1,train,1
616,2017-12-26,1,train,1
617,2017-12-26,1,train,1
618,2017-12-26,1,train,1
619,2017-12-26,1,train,1
620,2017-12-26,1,train,1
621,2017-12-26,1,train,1
622,2017-12-26,1,train,1
623,2017-12-26,1,train,1
624,2017-12-26,1,train,1
625,2017-12-27,1,train,1
626,2017-12-27,1,train,1
627,2017-12-27,1,train,1
628,2017-12-27,1,train,1
629,2017-12-27,1,train,1
630,2017-12-27,1,train,1
631,2017-12-27,1,train,1
632,2017-12-27,1,train,1
633,2017-12-27,1,train,1
634,2017-12-27,1,train,1
635,2017-12-27,1,train,1
636,2017-12-27,1,train,1
637,2017-12-27,1,train,1
638,2017-12-27,1,train,1
639,2017-12-27,1,train,1
640,2017-12-27,1,train,1
641,2017-12-27,1,train,1
642,2017-12-27,1,train,1
643,2017-12-27,1,train,1
644,2017-12-27,1,train,1
645,2017-12-27,1,train,1
646,2017-12-27,1,train,1
647,2017-12-27,1,train,1
648,2017-12-27,1,train,1
649,2017-12-28,1,train,1
650,2017-12-28,1,train,1
651,2017-12-28,1,train,1
652,2017-12-28,1,train,1
653,2017-12-28,1,train,1
654,2017-12-28,1,train,1
655,2017-12-28,1,train,1
656,2017-12-28,1,train,1
657,2017-12-28,1,train,1
658,2017-12-28,1,train,1
659,2017-12-28,1,train,1
660,2017-12-28,1,train,1
661,2017-12-28,1,train,1
662,2017-12-28,1,train,1
663,2017-12-28,1,train,1
664,2017-12-28,1,train,1
665,2017-12-28,1,train,1
666,2017-12-28,1,train,1
667,2017-12-28,1,train,1
668,2017-12-28,1,train,1
669,2017-12-28,1,train,1
670,2017-12-28,1,train,1
671,2017-12-28,1,train,1
672,2017-12-28,1,train,1
673,2017-12-29,1,train,1
674,2017-12-29,1,train,1
675,2017-12-29,1,train,1
676,2017-12-29,1,train,1
677,2017-12-29,1,train,1
678,2017-12-29,1,train,1
679,2017-12-29,1,train,1
680,2017-12-29,1,train,1
681,2017-12-29,1,train,1
682,2017-12-29,1,train,1
683,2017-12-29,1,train,1
684,2017-12-29,1,train,1
685,2017-12-29,1,train,1
686,2017-12-29,1,train,1
687,2017-12-29,1,train,1
688,2017-12-29,1,train,1
689,2017-12-29,1,train,1
690,2017-12-29,1,train,1
691,2017-12-29,1,train,1
692,2017-12-29,1,train,1
693,2017-12-29,1,train,1
694,2017-12-29,1,train,1
695,2017-12-29,1,train,1
696,2017-12-29,1,train,1
697,2017-12-30,1,train,1
698,2017-12-30,1,train,1
699,2017-12-30,1,train,1
700,2017-12-30,1,train,1
701,2017-12-30,1,train,1
702,2017-12-30,1,train,1
703,2017-12-30,1,train,1
704,2017-12-30,1,train,1
705,2017-12-30,1,train,1
706,2017-12-30,1,train,1
707,2017-12-30,1,train,1
708,2017-12-30,1,train,1
709,2017-12-30,1,train,1
710,2017-12-30,1,train,1
711,2017-12-30,1,train,1
712,2017-12-30,1,train,1
713,2017-12-30,1,train,1
714,2017-12-30,1,train,1
715,2017-12-30,1,train,1
716,2017-12-30,1,train,1
717,2017-12-30,1,train,1
718,2017-12-30,1,train,1
719,2017-12-30,1,train,1
720,2017-12-30,1,train,1
721,2017-12-31,1,train,1
722,2017-12-31,1,train,1
723,2017-12-31,1,train,1
724,2017-12-31,1,train,1
725,2017-12-31,1,train,1
726,2017-12-31,1,train,1
727,2017-12-31,1,train,1
728,2017-12-31,1,train,1
729,2017-12-31,1,train,1
730,2017-12-31,1,train,1
731,2017-12-31,1,train,1
732,2017-12-31,1,train,1
733,2017-12-31,1,train,1
734,2017-12-31,1,train,1
735,2017-12-31,1,train,1
736,2017-12-31,1,train,1
737,2017-12-31,1,train,1
738,2017-12-31,1,train,1
739,2017-12-31,1,train,1
740,2017-12-31,1,train,1
741,2017-12-31,1,train,1
742,2017-12-31,1,train,1
743,2017-12-31,1,train,1
744,2017-12-31,1,train,1
745,2018-01-01,1,train,1
746,2018-01-01,1,train,1
747,2018-01-01,1,train,1
748,2018-01-01,1,train,1
749,2018-01-01,1,train,1
750,2018-01-01,1,train,1
751,2018-01-01,1,train,1
752,2018-01-01,1,train,1
753,2018-01-01,1,train,1
754,2018-01-01,1,train,1
755,2018-01-01,1,train,1
756,2018-01-01,1,train,1
757,2018-01-01,1,train,1
758,2018-01-01,1,train,1
759,2018-01-01,1,train,1
760,2018-01-01,1,train,1
761,2018-01-01,1,train,1
762,2018-01-01,1,train,1
763,2018-01-01,1,train,1
764,2018-01-01,1,train,1
765,2018-01-01,1,train,1
766,2018-01-01,1,train,1
767,2018-01-01,1,train,1
768,2018-01-01,1,train,1
769,2018-01-02,1,train,1
770,2018-01-02,1,train,1
771,2018-01-02,1,train,1
772,2018-01-02,1,train,1
773,2018-01-02,1,train,1
774,2018-01-02,1,train,1
775,2018-01-02,1,train,1
776,2018-01-02,1,train,1
777,2018-01-02,1,train,1
778,2018-01-02,1,train,1
779,2018-01-02,1,train,1
780,2018-01-02,1,train,1
781,2018-01-02,1,train,1
782,2018-01-02,1,train,1
783,2018-01-02,1,train,1
784,2018-01-02,1,train,1
785,2018-01-02,1,train,1
786,2018-01-02,1,train,1
787,2018-01-02,1,train,1
788,2018-01-02,1,train,1
789,2018-01-02,1,train,1
790,2018-01-02,1,train,1
791,2018-01-02,1,train,1
792,2018-01-02,1,train,1
793,2018-01-03,1,train,1
794,2018-01-03,1,train,1
795,2018-01-03,1,train,1
796,2018-01-03,1,train,1
797,2018-01-03,1,train,1
798,2018-01-03,1,train,1
799,2018-01-03,1,train,1
800,2018-01-03,1,train,1
801,2018-01-03,1,train,1
802,2018-01-03,1,train,1
803,2018-01-03,1,train,1
804,2018-01-03,1,train,1
805,2018-01-03,1,train,1
806,2018-01-03,1,train,1
807,2018-01-03,1,train,1
808,2018-01-03,1,train,1
809,2018-01-03,1,train,1
810,2018-01-03,1,train,1
811,2018-01-03,1,train,1
812,2018-01-03,1,train,1
813,2018-01-03,1,train,1
814,2018-01-03,1,train,1
815,2018-01-03,1,train,1
816,2018-01-03,1,train,1
817,2018-01-04,1,train,1
818,2018-01-04,1,train,1
819,2018-01-04,1,train,1
820,2018-01-04,1,train,1
821,2018-01-04,1,train,1
822,2018-01-04,1,train,1
823,2018-01-04,1,train,1
824,2018-01-04,1,train,1
825,2018-01-04,1,train,1
826,2018-01-04,1,train,1
827,2018-01-04,1,train,1
828,2018-01-04,1,train,1
829,2018-01-04,1,train,1
830,2018-01-04,1,train,1
831,2018-01-04,1,train,1
832,2018-01-04,1,train,1
833,2018-01-04,1,train,1
834,2018-01-04,1,train,1
835,2018-01-04,1,train,1
836,2018-01-04,1,train,1
837,2018-01-04,1,train,1
838,2018-01-04,1,train,1
839,2018-01-04,1,train,1
840,2018-01-04,1,train,1
841,2018-01-05,1,train,1
842,2018-01-05,1,train,1
843,2018-01-05,1,train,1
844,2018-01-05,1,train,1
845,2018-01-05,1,train,1
846,2018-01-05,1,train,1
847,2018-01-05,1,train,1
848,2018-01-05,1,train,1
849,2018-01-05,1,train,1
850,2018-01-05,1,train,1
851,2018-01-05,1,train,1
852,2018-01-05,1,train,1
853,2018-01-05,1,train,1
854,2018-01-05,1,train,1
855,2018-01-05,1,train,1
856,2018-01-05,1,train,1
857,2018-01-05,1,train,1
858,2018-01-05,1,train,1
859,2018-01-05,1,train,1
860,2018-01-05,1,train,1
861,2018-01-05,1,train,1
862,2018-01-05,1,train,1
863,2018-01-05,1,train,1
864,2018-01-05,1,train,1
865,2018-01-06,1,train,1
866,2018-01-06,1,train,1
867,2018-01-06,1,train,1
868,2018-01-06,1,train,1
869,2018-01-06,1,train,1
870,2018-01-06,1,train,1
871,2018-01-06,1,train,1
872,2018-01-06,1,train,1
873,2018-01-06,1,train,1
874,2018-01-06,1,train,1
875,2018-01-06,1,train,1
876,2018-01-06,1,train,1
877,2018-01-06,1,train,1
878,2018-01-06,1,train,1
879,2018-01-06,1,train,1
880,2018-01-06,1,train,1
881,2018-01-06,1,train,1
882,2018-01-06,1,train,1
883,2018-01-06,1,train,1
884,2018-01-06,1,train,1
885,2018-01-06,1,train,1
886,2018-01-06,1,train,1
887,2018-01-06,1,train,1
888,2018-01-06,1,train,1
889,2018-01-07,1,train,1
890,2018-01-07,1,train,1
891,2018-01-07,1,train,1
892,2018-01-07,1,train,1
893,2018-01-07,1,train,1
894,2018-01-07,1,train,1
895,2018-01-07,1,train,1
896,2018-01-07,1,train,1
897,2018-01-07,1,train,1
898,2018-01-07,1,train,1
899,2018-01-07,1,train,1
900,2018-01-07,1,train,1
901,2018-01-07,1,train,1
902,2018-01-07,1,train,1
903,2018-01-07,1,train,1
904,2018-01-07,1,train,1
905,2018-01-07,1,train,1
906,2018-01-07,1,train,1
907,2018-01-07,1,train,1
908,2018-01-07,1,train,1
909,2018-01-07,1,train,1
910,2018-01-07,1,train,1
911,2018-01-07,1,train,1
912,2018-01-07,1,train,1
913,2018-01-08,1,train,1
914,2018-01-08,1,train,1
915,2018-01-08,1,train,1
916,2018-01-08,1,train,1
917,2018-01-08,1,train,1
918,2018-01-08,1,train,1
919,2018-01-08,1,train,1
920,2018-01-08,1,train,1
921,2018-01-08,1,train,1
922,2018-01-08,1,train,1
923,2018-01-08,1,train,1
924,2018-01-08,1,train,1
925,2018-01-08,1,train,1
926,2018-01-08,1,train,1
927,2018-01-08,1,train,1
928,2018-01-08,1,train,1
929,2018-01-08,1,train,1
930,2018-01-08,1,train,1
